Species;Site;Specimen = inventory n°;Sex;Source;Tooth;Tooth;Tooth;Crown;
;;;;;Tooth;Right / Left;Upper / Lower;M.D. (in mm);B.L. (in mm)
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45301;Male;Original (Mahler);M2;Left;Inferior;13.6;12.9
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45301;Male;Original (Mahler);M3;Left;Inferior;13;11.5
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45301;Male;Original (Mahler);I1;Right;Inferior;9.4;11.1
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45301;Male;Original (Mahler);I2;Right;Inferior;10;11.6
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45301;Male;Original (Mahler);C;Right;Inferior;14.1;16.5
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45301;Male;Original (Mahler);Pm3;Right;Inferior;11;16.7
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45301;Male;Original (Mahler);Pm4;Right;Inferior;11.2;11.5
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45301;Male;Original (Mahler);M1;Right;Inferior;13.4;11.7
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45301;Male;Original (Mahler);M2;Right;Inferior;13.6;13
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45301;Male;Original (Mahler);M3;Right;Inferior;13;12.1
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45301;Male;Original (Mahler);I1;Left;Superior;14.3;13.4
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45301;Male;Original (Mahler);I2;Left;Superior;9.7;9.4
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45301;Male;Original (Mahler);C;Left;Superior;18.6;14.5
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45301;Male;Original (Mahler);Pm3;Left;Superior;11.7;14.5
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45301;Male;Original (Mahler);Pm4;Left;Superior;9.9;13.5
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45301;Male;Original (Mahler);M1;Left;Superior;11.7;13.5
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45301;Male;Original (Mahler);M2;Left;Superior;11.8;14.5
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45301;Male;Original (Mahler);M3;Left;Superior;12.1;13.4
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45301;Male;Original (Mahler);I1;Right;Superior;14.3;13.6
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45301;Male;Original (Mahler);I2;Right;Superior;9.6;9.6
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45301;Male;Original (Mahler);C;Right;Superior;18.3;14.7
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45301;Male;Original (Mahler);Pm3;Right;Superior;11.2;14.1
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45301;Male;Original (Mahler);Pm4;Right;Superior;10;13.2
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45301;Male;Original (Mahler);M1;Right;Superior;11.9;13
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45301;Male;Original (Mahler);M2;Right;Superior;11.5;14.2
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45301;Male;Original (Mahler);M3;Right;Superior;11.5;13.5
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);I1;Left;Inferior;8.2;9.3
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);I2;Left;Inferior;8.4;10.4
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);C;Left;Inferior;8.5;12.5
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);Pm3;Left;Inferior;9.1;13.6
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);Pm4;Left;Inferior;10;10.2
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);M1;Left;Inferior;12.4;10.5
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);M2;Left;Inferior;12.8;11.6
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);M3;Left;Inferior;12.9;11.2
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);I1;Right;Inferior;8.1;9.4
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);I2;Right;Inferior;8.8;10.2
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);C;Right;Inferior;8.7;12.1
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);Pm3;Right;Inferior;8.7;13.8
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);Pm4;Right;Inferior;10.2;10.4
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);M1;Right;Inferior;12.1;10.2
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);M3;Right;Inferior;12.3;11.1
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);I1;Left;Superior;12.8;11.1
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);I2;Left;Superior;8.3;7.7
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);C;Left;Superior;13;10.1
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);Pm3;Left;Superior;8.9;11.8
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);Pm4;Left;Superior;8.8;11.8
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);M1;Left;Superior;10.7;12.1
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);M2;Left;Superior;11.2;13
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);M3;Left;Superior;10.5;12.5
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);I1;Right;Superior;12.8;11.2
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);I2;Right;Superior;8.1;7.9
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);C;Right;Superior;13.1;10.1
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);Pm3;Right;Superior;9;11.6
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);Pm4;Right;Superior;9.2;11.7
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);M1;Right;Superior;11;12.2
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);M2;Right;Superior;11.2;13
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45302;Female;Original (Mahler);M3;Right;Superior;10.4;12.2
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45303;Male;Original (Mahler);I1;Left;Inferior;10.9;10.2
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45303;Male;Original (Mahler);I2;Left;Inferior;10.9;10.2
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45303;Male;Original (Mahler);Pm3;Left;Inferior;12.6;17.1
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45303;Male;Original (Mahler);Pm4;Left;Inferior;11.7;12.7
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45303;Male;Original (Mahler);M1;Left;Inferior;13.7;12.3
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45303;Male;Original (Mahler);M2;Left;Inferior;14.1;13.6
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45303;Male;Original (Mahler);I1;Right;Inferior;10.9;10.4
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45303;Male;Original (Mahler);I2;Right;Inferior;10.8;10.2
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45303;Male;Original (Mahler);Pm3;Right;Inferior;12.1;16.8
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45303;Male;Original (Mahler);Pm4;Right;Inferior;12;13
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45303;Male;Original (Mahler);M1;Right;Inferior;13.4;12.3
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45303;Male;Original (Mahler);M2;Right;Inferior;13.7;14
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45303;Male;Original (Mahler);I1;Left;Superior;16.2;13.1
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45303;Male;Original (Mahler);I2;Left;Superior;11.2;10.2
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45303;Male;Original (Mahler);Pm3;Left;Superior;11.3;13.8
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45303;Male;Original (Mahler);Pm4;Left;Superior;10.2;14.2
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45303;Male;Original (Mahler);M1;Left;Superior;13.1;14.2
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45303;Male;Original (Mahler);M2;Left;Superior;12.5;15
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45303;Male;Original (Mahler);I1;Right;Superior;15.8;13.1
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45303;Male;Original (Mahler);I2;Right;Superior;10.9;9.7
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45303;Male;Original (Mahler);Pm3;Right;Superior;11.2;13.7
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45303;Male;Original (Mahler);Pm4;Right;Superior;10.3;13.8
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45303;Male;Original (Mahler);M1;Right;Superior;13.1;14.3
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45303;Male;Original (Mahler);M2;Right;Superior;12.8;15
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);I1;Left;Inferior;9.4;10.2
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);I2;Left;Inferior;9.9;10.6
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);C;Left;Inferior;13.2;14.8
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);Pm3;Left;Inferior;10.6;17
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);Pm4;Left;Inferior;10.6;11.4
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);M1;Left;Inferior;13.1;11.5
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);M2;Left;Inferior;14.1;13.3
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);M3;Left;Inferior;13.7;12.8
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);I1;Right;Inferior;9.5;10.1
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);I2;Right;Inferior;9.6;10.7
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);Pm3;Right;Inferior;11.5;16.4
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);Pm4;Right;Inferior;11.1;11.4
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);M1;Right;Inferior;13.1;11.6
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);M2;Right;Inferior;14.1;13.3
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);M3;Right;Inferior;13.9;12.8
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);I1;Left;Superior;14.3;12.6
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);I2;Left;Superior;10.1;9.5
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);C;Left;Superior;17;13.3
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);Pm3;Left;Superior;9.5;13.2
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);Pm4;Left;Superior;9.3;13.5
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);M1;Left;Superior;12;13.2
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);M3;Left;Superior;11.8;14.4
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);I1;Right;Superior;14.4;12.5
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);I2;Right;Superior;9.6;9.6
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);C;Right;Superior;17.1;13.2
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);Pm3;Right;Superior;10.6;13
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);Pm4;Right;Superior;9.5;13
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);M1;Right;Superior;11.6;13.4
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);M2;Right;Superior;12;15.5
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45304;Male;Original (Mahler);M3;Right;Superior;11.9;14.2
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45305;Male;Original (Mahler);I1;Left;Inferior;7;10.3
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45305;Male;Original (Mahler);I2;Left;Inferior;8;10.9
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45305;Male;Original (Mahler);C;Left;Inferior;11.9;16.9
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45305;Male;Original (Mahler);Pm3;Left;Inferior;10;15.2
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45305;Male;Original (Mahler);Pm4;Left;Inferior;10.9;11
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45305;Male;Original (Mahler);M1;Left;Inferior;12.5;11.4
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45305;Male;Original (Mahler);M2;Left;Inferior;13.9;12.6
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45305;Male;Original (Mahler);M3;Left;Inferior;14.1;12.4
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45305;Male;Original (Mahler);I1;Right;Inferior;7;10.7
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45305;Male;Original (Mahler);I2;Right;Inferior;8;10.6
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45305;Male;Original (Mahler);C;Right;Inferior;12.2;16.5
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45305;Male;Original (Mahler);Pm3;Right;Inferior;10.4;15.9
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45305;Male;Original (Mahler);Pm4;Right;Inferior;11.2;11.2
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45305;Male;Original (Mahler);M1;Right;Inferior;12.5;11.7
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45305;Male;Original (Mahler);M2;Right;Inferior;13.7;12.8
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45305;Male;Original (Mahler);M3;Right;Inferior;14;12.3
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45305;Male;Original (Mahler);I1;Left;Superior;11.6;10.8
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45305;Male;Original (Mahler);I2;Left;Superior;9;9.5
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45305;Male;Original (Mahler);C;Left;Superior;17.3;12.7
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45305;Male;Original (Mahler);Pm3;Left;Superior;9.9;13.5
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45305;Male;Original (Mahler);Pm4;Left;Superior;9.9;13.5
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45305;Male;Original (Mahler);M1;Left;Superior;11.1;13.9
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45305;Male;Original (Mahler);M2;Left;Superior;11.9;14.2
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45305;Male;Original (Mahler);M3;Left;Superior;12;14.1
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45305;Male;Original (Mahler);I1;Right;Superior;11.4;10.2
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45305;Male;Original (Mahler);I2;Right;Superior;9;9.8
Pongo pygmaeus;Smithsonian Institution, US Museum of Natural History;45305;Male;Original (Mahler);C;Right;Superior;17.5;12.8
